## GABRIEL DOMINGUEZ PHD THESIS (SUBMITTED TO MACQUARIE UNVERSITY 2017)
## SHELL TRACE ELEMENT RATIOS
Dist_mm,MgCaRatio,BaCaRatio,SrCaRatio
20.025805,0.99235953,0.016392755,5.491249276
20.042495,0.848980861,0.009580456,5.801859758
20.059185,0.994879039,0.016817931,7.51571614
20.075905,0.838899006,0.015404384,5.753336858
20.092595,0.73995805,0.006887497,3.251230091
20.10931,1.009713359,0.016939891,5.686116052
20.126,0.681869103,0.008889158,4.606915906
20.142745,0.880254311,0.006471245,5.001022808
20.159435,1.037709477,0.004942934,4.417828129
20.17615,0.790943848,0.010610544,5.056897481
20.192845,0.783296925,0.008287567,5.013281023
20.20956,0.92626454,0.006213234,5.507722043
20.22625,0.985603387,0.004632896,5.732430853
20.242945,0.973124162,0.013121609,7.308620897
20.25966,0.938825167,0.006100933,6.335527642
20.27635,0.868470936,0.008939715,4.795391619
20.29304,0.87206081,0.006487595,7.151270739
20.30976,0.917494822,0.009856432,6.0843294
20.32645,1.106511621,0.018741822,5.014036284
20.34314,0.840055613,0.011084966,6.586934767
20.35986,1.077710787,0.015414726,6.990738541
20.37655,0.977764476,0.012867057,4.877983396
20.39324,1.111548892,0.018070893,6.091650152
20.40996,1.014388841,0.011926201,7.203068037
20.42665,0.855882256,0.012563244,6.000925403
20.44334,0.803077002,0.008679819,4.08207341
20.460055,1.019641298,0.008287822,5.204290513
20.476745,0.725152227,0.007782248,3.671472602
20.49344,0.830294038,0.014874766,6.109779588
20.510155,0.799435517,0.008479913,5.275529093
20.5269,0.693705728,0.012430019,4.106247181
20.54359,1.32605027,0.015615409,7.778683119
20.560305,0.775247264,0.016056582,7.502059218
20.576995,1.178667348,0.009063695,7.051733991
20.59369,0.965957547,0.018365738,7.917905199
20.610405,0.969993026,0.012597729,6.464226385
20.627095,0.866458567,0.011992127,5.541945982
20.64379,0.563366729,0.009985994,5.269586709
20.660505,0.753062337,0.016614941,5.542377985
20.677195,0.849539425,0.013760506,5.277330863
20.693885,0.916442087,0.014613493,5.736768594
20.710605,0.834181491,0.011535985,7.183572081
20.727295,0.872456878,0.023128927,7.254053618
20.743985,0.803849189,0.015120716,6.359285966
20.7607,1.046439281,0.019301296,6.144135351
20.777395,0.87921092,0.0151688,5.683340995
20.79411,1.002031688,0.010446741,5.013351884
20.8108,1.150238123,0.018943133,6.527659551
20.827495,0.753241432,0.011570193,5.23326276
20.84421,0.991802036,0.015688033,5.282928129
20.8609,0.851794684,0.014833978,6.04562351
20.87759,0.946027363,0.013213285,4.542556202
20.89431,0.593489121,0.011839997,4.447691144
20.911,0.856751248,0.011834917,5.955640905
20.92774,0.991548722,0.0117087,7.812898652
20.94446,0.939476167,0.014427482,7.327659497
20.96115,0.902931573,0.016302557,7.208440767
20.977845,1.09431325,0.012842441,6.337721779
20.99456,0.865644302,0.019235977,7.39718699
21.01125,0.84386749,0.014397557,7.621722142
21.02794,1.272454903,0.013452501,7.892437415
21.04466,0.853831622,0.009833998,5.061865008
21.06135,1.188547185,0.014667384,8.296543642
21.07804,0.872261346,0.009812378,6.989063739
21.094755,1.055696558,0.00429332,4.37409035
21.11145,1.295826513,0.011083507,6.675746307
21.12814,1.302713076,0.009691757,8.777038014
21.144855,0.896626803,0.010734723,5.32610621
21.16155,1.138114784,0.012251959,5.967075421
21.17824,0.887420719,0.010280644,5.404075878
21.194955,0.555862755,0.011844005,5.589862718
21.211645,0.951500926,0.006939625,4.511452881
21.22834,0.956131688,0.010733453,5.272272171
21.245055,1.088795741,0.014848814,4.968038662
21.261745,0.646812018,0.009664707,4.428906284
21.27844,1.704218779,0.018564336,5.805517198
21.295155,1.275807126,0.008217001,5.717527926
21.311845,1.892965718,0.01576275,9.715939659
21.328585,0.581454115,0.008343807,5.540276911
21.345305,0.905034846,0.010604962,5.592530956
21.361995,0.726651004,0.006084221,5.516247437
21.378685,0.878073282,0.012761674,6.951718218
21.395405,1.036373379,0.01146268,7.207101996
21.412095,0.926640572,0.01394323,5.904080816
21.428785,0.650105524,0.010557578,5.08335162
21.445505,1.254294009,0.010560292,6.517373774
21.462195,0.734552669,0.009448149,6.933120405
21.47891,0.956382173,0.011913316,6.457527128
21.4956,0.696887523,0.011557127,4.411241153
21.51229,0.866913359,0.01183581,4.868562192
21.52901,0.701877993,0.014155057,5.346716154
21.5457,0.661453281,0.010903488,7.318314054
21.56239,0.957165951,0.011124377,8.578616124
21.57911,1.448353901,0.009339245,5.646237466
21.5958,0.93562102,0.010596271,5.792652144
21.61249,0.633876373,0.014172454,4.15295781
21.62921,0.845412953,0.014311019,6.027436005
21.6459,0.954116756,0.00984319,5.957508982
21.66259,0.754062666,0.010574964,4.674020179
21.67931,0.582933277,0.005249113,3.850213094
21.696,0.807001563,0.008764237,6.316639774
21.71269,0.613838024,0.011618486,4.875973474
21.72946,0.890842229,0.018774072,6.881644388
21.74615,0.706086304,0.008712332,7.104043862
21.76284,0.700133865,0.006377935,4.884843592
21.77956,0.663685506,0.00829526,4.95872376
21.79625,0.679848852,0.007972787,7.953077433
21.81294,0.718004779,0.009804271,6.850792446
21.829655,0.739047777,0.007744387,4.35345122
21.846345,0.695419906,0.004031073,5.4302781
21.86304,0.498022755,0.011476556,5.345874178
21.879755,0.673400214,0.010108336,4.489654237
21.896445,0.55524689,0.009117894,5.268466872
21.91314,0.441728752,0.006285299,4.370765296
21.929855,0.851579746,0.007911363,5.430552328
21.946545,0.493086773,0.007053357,3.892543956
21.963235,0.735625163,0.012201918,5.214762918
21.979955,0.674402524,0.012438914,4.922455619
21.996645,0.799123519,0.00765891,5.272089646
22.013335,0.523810057,0.005924894,4.868787545
22.030055,0.60480335,0.005918624,4.550376774
22.046745,0.405496625,0.007716807,3.48020307
22.063435,0.935419355,0.012441693,6.020264052
22.080155,0.722817144,0.009021725,6.67507883
22.096845,0.561294747,0.010051266,4.045392321
22.11356,0.456860348,0.007345695,4.633901613
22.1303,0.836054356,0.004909989,5.761511461
22.146995,0.677778485,0.006960672,4.76061853
22.16371,0.719829498,0.007326919,4.359980796
22.1804,0.759020886,0.009097397,4.411659501
22.197095,0.636144599,0.006376924,4.400320533
22.21381,0.891800883,0.013474967,5.650759872
22.2305,0.741607428,0.011026744,5.358940288
22.24719,0.926900833,0.007714498,3.898032143
22.26391,0.592985612,0.010060126,4.412399563
22.2806,0.626933224,0.011067426,5.386545975
22.29729,0.876975236,0.00897169,4.386988986
22.31401,0.818899866,0.007508538,6.648884313
22.3307,0.95968093,0.010562423,5.996689971
22.34739,0.673868503,0.005684703,4.501945538
22.36411,0.684614992,0.005174927,3.74807012
22.3808,0.631210731,0.007170184,4.101501863
22.39749,0.573124412,0.005791374,4.743594174
22.414205,0.63458222,0.010424536,3.848905584
22.4309,0.639649188,0.010503892,5.200657638
22.44759,0.582764274,0.004841479,4.225874056
22.464305,0.720465606,0.008334547,4.788805099
22.481,0.750370172,0.010301498,4.757479705
22.49769,0.738049749,0.008475814,4.971186915
22.514405,0.515732632,0.00714039,3.923245246
22.53115,0.903997981,0.012834465,5.714114743
22.54784,0.813926226,0.010189482,5.04655404
22.564555,0.595514796,0.006477762,4.731397129
22.581245,0.583322602,0.006960527,3.711763221
22.59794,0.55559943,0.011522344,4.192820999
22.614655,0.487496179,0.012726713,4.995739915
22.631345,0.638740262,0.006322535,4.943078672
22.648035,0.632151149,0.006866825,5.201366776
22.664755,0.679976516,0.008754448,5.172531684
22.681445,0.678387375,0.006104051,4.749257865
22.698135,0.843014223,0.00750826,6.583345193
22.714855,0.619106283,0.009682591,4.824284227
22.731545,0.672253865,0.011081527,4.790480455
22.748235,0.607972037,0.005766685,4.122290854
22.76495,0.653008379,0.007369142,4.744008567
22.78164,0.908175368,0.013250145,5.417606961
22.79836,0.737352254,0.01209243,4.678905285
22.815055,1.215975497,0.008932017,5.880341229
22.831745,0.689595659,0.009337007,5.08234718
22.84846,1.227602422,0.01543137,5.249507371
22.86515,1.1789992,0.013388246,6.119732294
22.88184,0.777793167,0.007765059,4.781394746
22.89856,0.960581253,0.012390829,6.199464859
22.91525,0.584059785,0.008090403,3.464728404
22.931995,0.962302376,0.014341881,6.489938391
22.94871,0.61090138,0.008535917,3.701101275
22.9654,1.267660041,0.014567801,5.260950032
22.98209,1.115884772,0.008387405,6.539842686
22.99881,0.833174652,0.010138333,5.748848788
23.0155,0.726211497,0.010557622,6.115298416
23.03219,0.735670744,0.012493629,5.336977921
23.04891,0.453397144,0.006891534,3.125630732
23.0656,0.898515788,0.011526252,5.051223592
23.08229,0.714002735,0.010186988,3.925075577
23.099005,1.185482596,0.012174715,8.093431777
23.115695,0.966525881,0.010803692,6.160557081
23.13239,0.722576036,0.012461386,4.304768935
23.149105,0.95088873,0.014819826,6.025689512
23.165795,1.299991684,0.013356962,6.258618377
23.182485,0.720640852,0.013522233,4.135117269
23.199205,0.620360884,0.009634936,4.047026352
23.215895,0.793044069,0.012257167,5.150295387
23.23259,0.75416229,0.01735034,4.600288278
23.249305,0.715618832,0.013557733,5.817706788
23.265995,0.603933646,0.010114734,3.565902849
23.282685,0.937305691,0.014198128,6.724887568
23.299405,0.801313487,0.011306687,5.770758694
23.316095,0.832550557,0.008510629,4.520812321
23.33284,0.99152074,0.009407787,3.925284811
23.349555,0.854311065,0.009907569,4.487772256
23.366245,1.493340361,0.008888182,6.531972771
23.382935,0.865295771,0.016908462,5.155345772
23.399655,0.754650533,0.009937306,4.792260197
23.416345,0.633331205,0.005295537,4.229732634
23.433035,0.778027086,0.008620885,5.427228839
23.44975,0.712982242,0.009212592,3.850587039
23.466445,0.672627196,0.008798358,4.690088994
23.48316,0.682049901,0.012781025,5.275136268
23.49985,0.556878312,0.009579276,4.731179005
23.51654,0.614410113,0.00921309,6.718999723
23.53326,0.747004355,0.011902636,5.601719826
23.54995,0.832588615,0.014490236,7.111868083
23.566645,0.95200467,0.011506599,4.322097816
23.583355,0.705227751,0.010885378,4.086339239
23.60005,0.835610168,0.011114165,8.105917823
23.61674,0.574803388,0.011767459,4.912959999
23.63346,0.562305735,0.007338771,2.896923779
23.65015,0.807701915,0.012807297,5.531301812
23.66684,0.856246117,0.013848916,4.401595008
23.68356,0.47151409,0.008932233,4.198362209
23.70025,0.769887509,0.016430166,5.114151302
23.71694,0.706000603,0.017532732,6.138505226
23.73371,0.633435848,0.009119213,4.983682148
23.7504,0.402457431,0.005415633,3.761724684
23.76709,0.664614925,0.004938942,3.922033019
23.783805,0.524248228,0.003839053,3.228617728
23.8005,0.582213651,0.009919351,5.293367109
23.81719,0.779549511,0.009949526,5.566859269
23.833905,0.814688812,0.012245294,5.551387842
23.850595,0.791251245,0.006488144,4.249905124
23.86729,0.937008243,0.010841132,5.443323101
23.884005,0.734512991,0.009893799,4.529077697
23.900695,0.805234119,0.010251634,5.112147014
23.917385,1.319501654,0.019338949,5.903131442
23.934105,0.933123558,0.008213304,4.41731364
23.950795,0.751019752,0.007389775,4.106856501
23.96749,1.120019882,0.012207522,5.617360911
23.984205,0.4957118,0.004615486,3.688637723
24.000895,0.873717797,0.008151381,6.747273071
24.01761,0.840728586,0.008885898,5.652257643
24.034305,0.69827946,0.009023454,5.176222042
24.050995,0.60806148,0.007034742,4.705348316
24.06771,0.907405423,0.004425498,5.556157708
24.0844,0.993724004,0.004364621,4.924401112
24.101095,0.922505307,0.006550866,4.493720052
24.11786,0.584342793,0.004174727,4.390600074
24.134555,0.633563642,0.006803632,4.953267284
24.151245,0.633611752,0.005742598,4.483661591
24.16791,0.538762498,0.007600148,5.629467167
24.18465,0.904197409,0.003266018,4.708448398
24.20134,1.078695735,0.010875085,6.19122734
24.21806,1.133648187,0.01245944,5.472548311
24.23475,1.117414531,0.007419134,5.688405837
24.25144,0.663781955,0.010157683,5.080543727
24.26816,0.83815516,0.006782203,6.563444212
24.28485,0.612337049,0.005742598,6.506904377
24.301545,0.31886153,0.007659265,4.057511268
24.318255,0.653796642,0.007828702,6.031636063
24.33495,0.663654955,0.00699259,5.823482013
24.35164,0.823907738,0.01613016,5.787523861
24.36836,0.835481825,0.012451784,4.92278006
24.38505,0.845974163,0.013983617,5.632846671
24.40174,0.760765639,0.009355977,5.953697517
24.418455,0.720454255,0.00905591,6.598719435
24.43515,0.696200649,0.014994584,4.774054646
24.45184,0.635518165,0.011649779,5.351486779
24.468555,1.077733824,0.010625259,7.552818552
24.485245,0.577207535,0.003865812,4.485818
24.50194,0.603884935,0.011388815,7.376939653
24.518705,1.050944146,0.006887779,5.755055622
24.535395,0.876923552,0.012750492,5.304946345
24.55209,0.825933983,0.011726156,5.724970941
24.568805,1.00479233,0.014226087,6.371575984
24.585495,0.723736565,0.012212696,5.531768886
24.602185,0.690926914,0.008935617,4.546357489
24.618905,0.983856439,0.014879663,6.381646844
24.635595,0.758110536,0.008124755,3.477252896
24.652285,0.460430713,0.006525889,4.643730997
24.669005,0.60462061,0.012286914,4.488666768
24.685695,0.586988373,0.007213483,3.260815058
24.70241,0.512844533,0.006877502,4.237685602
24.7191,0.56939903,0.0084786,3.643790557
24.735795,0.848784646,0.006036559,5.416269436
24.75251,0.596466319,0.006687323,4.283518947
24.769205,0.569871475,0.010874149,4.086017548
24.785895,0.869202502,0.005987998,4.626877133
24.80261,0.664307738,0.006456702,4.45746827
24.8193,0.763055058,0.010320672,4.831050892
24.83599,0.828850143,0.010603865,5.577958698
24.85271,0.613988299,0.008208173,3.887543067
24.8694,0.633729694,0.004759419,4.535491876
24.88609,0.737056727,0.009453843,5.061167902
24.90281,0.660699139,0.007298475,4.015372877
24.91955,0.733296219,0.010013073,4.827299691
24.93624,1.205356862,0.010299561,5.423384651
24.95296,0.574003708,0.006980876,4.460570415
24.96965,0.630528239,0.007507781,4.478589535
24.98634,0.616699849,0.005533508,3.742092382
25.00306,0.583144704,0.010418548,5.858677602
25.01975,0.525147977,0.014585223,5.104332882
25.03644,0.920310367,0.008369072,4.753249553
25.053155,0.580438351,0.008814232,4.482827457
25.069845,0.590596374,0.006560417,5.530838889
25.08654,0.367643306,0.002648363,3.416737943
25.10326,0.319521673,0.004569263,3.822328761
25.11995,0.433450694,0.002044088,4.437860848
25.13664,0.362865925,0.004027658,3.438749641
25.153355,0.480473129,0.006981081,4.343143249
25.170045,0.266070349,0.00509995,4.36662335
25.18674,0.360242204,0.004911839,3.653535069
25.203455,0.395937045,0.002831933,3.637946069
25.220145,0.463465244,0.006644628,4.381024759
25.236835,0.451795443,0.006160151,4.637502307
25.253555,0.39154002,0.003472253,4.455089673
25.270245,0.414384038,0.003308217,3.926036714
25.286935,0.405085011,0.005468476,4.802641147
25.303655,0.436193715,0.003719688,5.314913054
25.320395,0.309846749,0.004400938,3.234564606
25.337085,0.350011443,0.002944308,3.435227725
25.353805,0.384759688,0.003046816,5.386866921
25.370495,0.726865462,0.008140948,4.776167487
25.38721,0.478518866,0.002575409,4.498397091
25.4039,0.775132512,0.003494787,4.969760514
25.420595,0.574031071,0.003633934,5.425494549
25.43731,0.595099737,0.002784683,5.734116104
25.454,0.714508339,0.007658092,6.800933694
25.47069,0.651679918,0.016200429,9.666055686
25.48741,0.76637737,0.009911402,6.597247451
25.5041,0.694895153,0.006867788,5.428408724
25.520795,0.565101958,0.005410101,3.937878177
25.53751,1.177204926,0.012956177,5.997797522
25.5542,0.664352396,0.006740382,4.799469011
25.57089,0.710101667,0.00732423,4.053757748
25.58761,0.830769262,0.009034032,6.584650174
25.6043,0.727353379,0.010024208,5.680570791
25.62099,0.977464042,0.006564713,5.089260571
25.63771,0.921015119,0.014045691,5.843745671
25.6544,0.591420391,0.007180059,4.87951164
25.67109,0.764888606,0.01431108,4.580136731
25.687805,0.773554849,0.015243211,5.707013599
25.704495,1.063022094,0.009942949,6.046768128
25.72124,0.793677195,0.007869427,6.502477903
25.737955,0.742699318,0.007972905,4.968995006
25.75465,0.55237511,0.013042855,4.94899342
25.77134,0.694094679,0.011432928,4.607029911
25.788055,0.926042634,0.011273425,4.574929639
25.804745,0.978916398,0.011041599,4.559304165
25.82144,0.706507118,0.013200485,4.802665411
25.838155,0.679076477,0.007721515,5.744711625
25.85485,0.667615537,0.00830621,5.197457362
25.87154,0.617488511,0.00786999,4.419519621
25.888255,0.517454644,0.005886237,4.639499128
25.904945,0.574272925,0.008119237,4.648032361
25.92164,0.500226774,0.004344455,4.805989748
25.938355,0.577446596,0.005699238,4.690431015
25.955045,0.681973746,0.008781574,5.702052773
25.971735,0.721485779,0.008203735,5.38351816
25.988455,0.710594367,0.011327959,6.623526918
26.005145,0.63371357,0.008178606,4.797729477
26.02186,0.804256655,0.005726605,5.768599938
26.03855,0.997588831,0.006891938,6.085439969
26.055245,0.630537917,0.005149133,4.636802196
26.07196,1.001214188,0.007729615,5.498986557
26.08865,0.446578764,0.006330873,3.598335675
26.10534,0.551563254,0.005648546,4.141735672
26.12211,0.563123366,0.008325908,4.858243471
26.1388,0.893900461,0.009940083,4.936161972
26.15549,0.898644931,0.009076328,5.349354335
26.17221,0.659069623,0.00878661,5.018522998
26.1889,0.648677745,0.007822065,4.699777888
26.20559,0.915646237,0.012758529,5.78949479
26.22231,0.642473215,0.009219424,5.491265348
26.239,0.744518194,0.01171542,5.470843769
26.255695,0.54346478,0.011111665,3.725943916
26.27241,0.981711611,0.012111043,4.75011121
26.2891,0.75755914,0.010728173,4.975597627
26.30579,0.614487206,0.011167984,5.210399344
26.32251,0.709221716,0.011924547,4.35523884
26.3392,0.637872332,0.013663555,5.010447267
26.35589,0.617632382,0.008656808,4.634267445
26.372605,0.691758841,0.004260803,5.879556991
26.3893,0.504934302,0.006285046,4.995103475
26.40599,0.467550624,0.00653372,3.693955108
26.422705,0.61763117,0.00416954,4.820541988
26.439395,0.649351411,0.007545297,5.715357747
26.45609,0.633257612,0.005148395,4.568373467
26.472805,0.515967933,0.006049221,5.833143395
26.489495,0.786865988,0.007057291,5.116666085
26.506185,0.446965251,0.00405571,4.207043077
26.522955,0.563492596,0.006261431,5.174275136
26.539645,0.565374813,0.005348777,4.90055575
26.556335,0.527575787,0.004452032,4.3489316
26.573055,0.317245161,0.002080181,3.805223185
26.589745,0.540681684,0.005399213,4.356830052
26.60644,0.46109379,0.001439746,3.387658516
26.623155,0.476901975,0.004044609,4.560222771
26.639845,0.397726273,0.010411459,3.732991288
26.656535,0.46454069,0.008790025,4.364273108
26.673255,0.466145979,0.005564998,3.616549269
26.689945,0.500523842,0.004957851,4.009755111
26.70666,0.572464033,0.005193302,4.282252307
26.723355,0.466738601,0.006646753,3.476236708
26.740045,0.544089586,0.007429941,3.355782487
26.75676,0.38904513,0.005863514,3.95238203
26.77345,0.335636671,0.004337388,3.137837428
26.79014,0.663579611,0.006226489,3.608011291
26.80686,0.325954131,0.004264002,4.090345943
26.82355,0.405406353,0.003343076,3.956054845
26.84024,0.478809685,0.003402756,5.59599686
26.85696,0.455054994,0.002626594,5.673011338
26.87365,0.423375985,0.002496868,4.919336043
26.89034,0.472563063,0.00393295,5.747219216
26.907055,0.502056658,0.009432016,5.76849085
26.9238,0.518703385,0.007259229,5.739215619
26.94049,0.532018729,0.016087741,5.09582078
26.95721,0.825936097,0.006988224,5.987514109
26.9739,0.573033054,0.009981396,7.499863085
26.99059,0.544834757,0.010538219,5.380657122
27.007305,0.675668034,0.012776994,5.132585362
27.023995,0.705942222,0.00912334,4.746565848
27.04069,0.752706527,0.006462786,5.069009845
27.05741,0.561922928,0.007159472,5.839061123
27.0741,0.519743643,0.00580173,4.49624246
27.09079,0.610493901,0.010757957,5.350542356
27.107505,0.486352764,0.005512207,5.877723114
27.124195,0.347357359,0.011869633,4.417170061
27.14089,0.606594734,0.011066359,3.731789357
27.157605,0.785512929,0.008649382,4.875316876
27.174295,0.566092694,0.005565504,4.57024521
27.190985,0.548649741,0.007799398,4.540378093
27.207705,0.462876939,0.003559298,5.419098368
27.224395,0.581562291,0.006047172,4.769746221
27.241085,0.33826652,0.005989565,4.801027869
27.257805,0.463207932,0.002551444,4.801611711
27.274495,0.499425156,0.010251864,5.330984361
27.29121,0.500992153,0.004178477,4.889808522
27.307955,0.424310594,0.003577546,4.689960131
27.324645,0.817536806,0.007981875,6.509395612
27.34134,0.556459442,0.007839497,5.627422923
27.35805,0.552682545,0.004220692,5.109426473
27.374745,0.462235045,0.007191011,5.741415227
27.39146,0.501728341,0.007981188,4.787945528
27.408155,0.485811341,0.005526282,4.073378057
27.424845,0.61189586,0.011434634,5.195711993
27.44156,0.681905274,0.007824623,6.300287663
27.45825,0.458108441,0.008255924,4.683178198
27.474945,0.508574277,0.006753709,4.143454209
27.49166,0.658403798,0.006394452,4.918403683
27.50835,0.677784024,0.008349449,6.032447615
27.52504,0.587888306,0.006675826,3.456468773
27.54176,0.796007945,0.008082542,5.693581737
27.55845,1.125504363,0.017828102,6.528660981
27.57514,0.905824141,0.008140583,5.269521544
27.59186,0.851277813,0.009490789,5.00499548
27.60855,0.657034771,0.007779969,5.150210917
27.62524,0.658883971,0.007390291,4.633624603
27.641955,0.678606591,0.009085151,7.821789616
27.658645,0.837175794,0.009335883,6.096982717
27.67534,0.615266056,0.008350495,5.340467374
27.69206,0.445599126,0.00735608,4.135438289
27.7088,0.605188026,0.010387178,5.116371801
27.72549,0.78034633,0.010110451,5.845111862
27.742205,0.576855799,0.007786393,4.759770884
27.758895,0.812017109,0.008223231,5.447285231
27.77559,0.630932508,0.011377538,5.779301305
27.792305,0.697454833,0.006324933,5.519389528
27.809,0.597640203,0.00844961,4.534211841
27.82569,0.517411623,0.005951077,3.791048972
27.842405,0.547277617,0.003526386,4.45661638
27.859095,0.54615955,0.003762144,4.856467808
27.87579,0.568233604,0.009642788,4.270520073
27.892505,0.54827416,0.006037449,5.183585394
27.909195,0.521232067,0.003106986,5.194496627
27.925885,0.564876983,0.008657984,5.393089941
27.942605,0.652989504,0.005382247,4.447655108
27.959295,0.475788578,0.003529488,4.059259039
27.97601,0.638691116,0.0113153,5.708370789
27.9927,0.414587447,0.004292454,4.223417722
28.009395,0.585990291,0.005389051,4.730141457
28.02611,0.443823546,0.003847251,5.109505101
28.0428,0.478972613,0.003179809,4.981554908
28.05949,0.530917113,0.001092896,5.501728507
28.07621,0.570180714,0.003188923,4.01283932
28.0929,0.437325494,0.001685406,3.799134556
28.10964,0.684563939,0.002537517,4.806061667
28.12636,0.370638307,0.003097065,4.222284968
28.143055,0.42006564,0.003838771,5.077010372
28.159745,0.506225108,0.004773074,4.76869863
28.17646,0.581873343,0.00449905,4.10484885
28.19315,0.445854495,0.003890648,3.680267066
28.209845,0.447215521,0.004138917,4.192656222
28.22656,0.76873939,0.002744502,4.989411685
28.24325,0.587152351,0.003661595,4.953884484
28.25994,0.532915491,0.002493701,4.302622059
28.27666,0.392302881,0.004483521,3.718422545
28.29335,0.536738026,0.005615291,5.240410362
28.31004,0.43907751,0.00529415,4.133077512
28.326755,0.48891795,0.003735545,4.613302263
28.34345,0.518564416,0.005340225,4.879124262
28.36014,0.797551006,0.004130111,5.00820254
28.376855,0.543851762,0.007075088,4.250588415
28.393545,0.723754558,0.005625422,5.063110501
28.41024,0.671987254,0.005445401,4.61898729
28.426955,0.789697586,0.008866556,5.286048411
28.44365,0.55589012,0.006087256,5.390911529
28.46034,0.623225882,0.008458896,4.687934648
28.477055,0.660351802,0.008895485,5.009234101
28.493745,0.516949514,0.00936624,4.984947237
28.510485,0.711125096,0.006715621,4.690818848
28.527205,0.670778515,0.009446998,4.496457478
28.543895,0.603268894,0.010326056,5.257366287
28.56059,0.614353378,0.008466862,4.403644213
28.577305,0.490749897,0.004611835,4.516778841
28.593995,0.680146784,0.006777506,5.407164167
28.610685,0.605682153,0.008998658,4.502145341
28.627405,0.691183702,0.01048232,4.336851551
28.644095,0.860380278,0.005167386,5.108666072
28.66081,0.94354084,0.007000204,5.5558232
28.677505,0.657633667,0.003896237,5.13318475
28.694195,0.557412727,0.002038562,4.487726984
28.71091,0.593774821,0.007247777,4.631757351
28.7276,0.73960191,0.010071411,4.471591574
28.74429,0.54213226,0.005560499,4.516438905
28.76101,0.626039858,0.008971048,4.417145457
28.7777,0.509256298,0.008634263,4.020291002
28.79439,0.540379651,0.009066788,4.161013043
28.81111,0.61795207,0.01371857,4.401793136
28.8278,0.480228038,0.007945302,3.519148221
28.84449,0.505683162,0.005862805,4.579866477
28.86121,0.671832615,0.010060869,3.955820856
28.8779,0.611235065,0.009091122,4.156438507
28.89459,0.605811556,0.009375855,4.315815517
28.91136,0.533979384,0.005552398,4.20668409
28.92805,0.513469614,0.01059917,4.598966214
28.94474,0.692185308,0.01181487,4.507642612
28.96146,0.581662307,0.005712835,3.760762013
28.97815,0.581389784,0.012837172,4.417405121
28.99484,0.429924846,0.006722197,3.500621659
29.01156,0.635008267,0.01102068,5.568240025
29.02825,0.426539799,0.005168829,3.701311654
29.04494,0.511424196,0.007952864,4.148929778
29.061655,0.650783976,0.004989816,4.663803415
29.078345,0.425612974,0.001326133,4.094183319
29.09504,0.538355563,0.002897453,4.20054421
29.111755,0.547829686,0.006572658,4.138385207
29.128445,0.585096414,0.004683778,4.068347087
29.145135,0.478380109,0.010044686,4.553431799
29.161855,0.478568375,0.008091434,4.41475201
29.178545,0.372792708,0.005323827,3.298146532
29.19524,0.468344978,0.003823625,3.779304146
29.211955,0.441138888,0.004928898,4.520021162
29.228645,0.535416606,0.00105156,4.255186995
29.245335,0.662007701,0.006189536,5.102279291
29.262055,0.396699811,0.00175663,3.524084924
29.278745,0.623885659,0.003911813,4.460375668
29.29546,0.716849737,0.002610016,5.499046202
29.3122,0.553420115,0.001954177,4.613817145
29.328895,0.493546155,0.004024016,3.922452859
29.34561,0.338694234,0.003670635,4.556317668
29.362305,0.539277292,0.005793536,4.34128053
29.378995,0.366768524,0.004802391,3.930971475
29.39571,0.574052164,0.005768141,4.386157657
29.4124,0.502613479,0.006991076,4.204125911
29.429095,0.611349061,0.003631863,5.085037831
29.44581,0.549875559,0.003742027,3.945715119
29.4625,0.565769159,0.005378206,4.939540807
29.47919,0.515475235,0.003214603,4.438213642
29.49591,0.575390873,0.007770706,4.686299944
29.5126,0.694205872,0.004649341,4.476649736
29.52929,0.478996761,0.003182659,3.977260774
29.54601,0.608967179,0.002011516,4.90967324
29.5627,0.432588437,0.00604258,3.988238443
29.57939,0.559363181,0.006110748,3.986875083
29.596105,0.671350923,0.004153621,5.494928895
29.6128,0.542803622,0.004179352,4.176411118
29.62949,0.579205756,0.004332204,4.144668478
29.64621,0.801618378,0.004547132,6.565130587
29.6629,0.828033246,0.005183911,5.037229517
29.67959,0.750226155,0.009080192,5.446611452
29.696305,0.599649411,0.004712696,4.393267581
29.71305,0.575457806,0.004479478,4.723875972
29.72974,0.576563368,0.008102413,5.051706655
29.746455,0.628357962,0.005777563,4.647936154
29.76315,0.893573619,0.007327172,5.036114668
29.77984,0.741655546,0.002593686,4.51059107
